Method,Iteration,Accuracy,Log Loss
normal_newton,1,0.2456839309428951,0.6931471805599452
normal_newton,2,0.8282204515272245,0.4102281648420023
normal_newton,3,0.8318061088977423,0.3700726221753202
normal_newton,4,0.8327357237715803,0.36299810997016657
normal_newton,5,0.8325365205843294,0.36256397692079306
normal_newton,6,0.8325365205843294,0.3625559806196366
normal_newton,7,0.8325365205843294,0.3625559549548715
normal_newton,8,0.8325365205843294,0.36255595495452164
normal_newton,9,0.8325365205843294,0.36255595495452186
normal_newton,10,0.8325365205843294,0.3625559549545219
normal_newton,11,0.8325365205843294,0.3625559549545222
normal_newton,12,0.8325365205843294,0.3625559549545216
normal_newton,13,0.8325365205843294,0.3625559549545216
normal_newton,14,0.8325365205843294,0.36255595495452175
normal_newton,15,0.8325365205843294,0.3625559549545222
normal_newton,16,0.8325365205843294,0.3625559549545218
normal_newton,17,0.8325365205843294,0.3625559549545223
normal_newton,18,0.8325365205843294,0.3625559549545217
normal_newton,19,0.8325365205843294,0.3625559549545219
normal_newton,20,0.8325365205843294,0.3625559549545219
normal_newton,21,0.8325365205843294,0.36255595495452236
normal_newton,22,0.8325365205843294,0.3625559549545225
normal_newton,23,0.8325365205843294,0.3625559549545221
normal_newton,24,0.8325365205843294,0.3625559549545223
normal_newton,25,0.8325365205843294,0.3625559549545221
normal_newton,26,0.8325365205843294,0.36255595495452186
normal_newton,27,0.8325365205843294,0.3625559549545221
normal_newton,28,0.8325365205843294,0.3625559549545217
normal_newton,29,0.8325365205843294,0.36255595495452175
normal_newton,30,0.8325365205843294,0.3625559549545218
normal_newton,31,0.8325365205843294,0.3625559549545218
normal_newton,32,0.8325365205843294,0.3625559549545221
normal_newton,33,0.8325365205843294,0.3625559549545221
normal_newton,34,0.8325365205843294,0.3625559549545216
normal_newton,35,0.8325365205843294,0.3625559549545216
normal_newton,36,0.8325365205843294,0.3625559549545221
normal_newton,37,0.8325365205843294,0.3625559549545221
normal_newton,38,0.8325365205843294,0.3625559549545218
normal_newton,39,0.8325365205843294,0.3625559549545215
normal_newton,40,0.8325365205843294,0.36255595495452186
regularized_newton,1,0.2456839309428951,0.6931471805599452
regularized_newton,2,0.7543160690571049,0.5407413370741913
regularized_newton,3,0.7543160690571049,0.4960191454771041
regularized_newton,4,0.7737051792828685,0.446244822007805
regularized_newton,5,0.798140770252324,0.4238394123279317
regularized_newton,6,0.8098273572377158,0.40590591476747634
regularized_newton,7,0.8171314741035857,0.3961590142781581
regularized_newton,8,0.8188579017264276,0.38968741989967437
regularized_newton,9,0.8198539176626826,0.38604307186012704
regularized_newton,10,0.8190571049136787,0.38386169333581915
regularized_newton,11,0.8197875166002656,0.38258515952769234
regularized_newton,12,0.8199203187250996,0.381745751419477
regularized_newton,13,0.8203851261620186,0.38111670341489173
regularized_newton,14,0.8209163346613546,0.3805956019208568
regularized_newton,15,0.8217131474103586,0.3801598702007071
regularized_newton,16,0.8217131474103586,0.37980285222168975
regularized_newton,17,0.8222443559096946,0.3795156452161793
regularized_newton,18,0.8220451527224436,0.37928797506554024
regularized_newton,19,0.8219787516600265,0.3791100687595341
regularized_newton,20,0.8217795484727756,0.37897315621936434
regularized_newton,21,0.8215803452855246,0.378869522510499
regularized_newton,22,0.8215803452855246,0.37879247137758615
regularized_newton,23,0.8217131474103586,0.3787362743027007
regularized_newton,24,0.8216467463479415,0.3786961123662807
regularized_newton,25,0.8219123505976096,0.37866800875537837
regularized_newton,26,0.8221115537848606,0.378648750812536
regularized_newton,27,0.8221115537848606,0.3786358025916751
regularized_newton,28,0.8221115537848606,0.3786272111205573
regularized_newton,29,0.8221779548472775,0.378621512785825
regularized_newton,30,0.8221779548472775,0.37861764806203196
regularized_newton,31,0.8221779548472775,0.3786148826656366
regularized_newton,32,0.8221779548472775,0.3786127328763929
regularized_newton,33,0.8221779548472775,0.3786109073767166
regularized_newton,34,0.8221779548472775,0.37860924788589173
regularized_newton,35,0.8221779548472775,0.37860767303044407
regularized_newton,36,0.8221779548472775,0.37860614156042804
regularized_newton,37,0.8221779548472775,0.3786046325112568
regularized_newton,38,0.8221779548472775,0.37860313515256205
regularized_newton,39,0.8221779548472775,0.3786016439506378
regularized_newton,40,0.8221779548472775,0.37860015603174013
linesearch_newton,1,0.2456839309428951,0.6931471805599452
linesearch_newton,2,0.8282204515272245,0.603234950977026
linesearch_newton,3,0.8286188579017264,0.5426308911712872
linesearch_newton,4,0.8292828685258964,0.49894324845202803
linesearch_newton,5,0.8293492695883135,0.4662876509238208
linesearch_newton,6,0.8302788844621514,0.44138002141301924
linesearch_newton,7,0.8306108897742364,0.4221884899995002
linesearch_newton,8,0.8307436918990704,0.4073557971729656
linesearch_newton,9,0.8316733067729084,0.39591704071175166
linesearch_newton,10,0.8318061088977423,0.3871500358564786
linesearch_newton,11,0.8319389110225763,0.3804921363238535
linesearch_newton,12,0.8321381142098273,0.37549282690401947
linesearch_newton,13,0.8322709163346613,0.3717862070008217
linesearch_newton,14,0.8326029216467463,0.36907442525949485
linesearch_newton,15,0.8331341301460823,0.3671168095111396
linesearch_newton,16,0.8333997343957503,0.3657216545740659
linesearch_newton,17,0.8333997343957503,0.3657216545740659
linesearch_newton,18,0.8333997343957503,0.3657216545740659
linesearch_newton,19,0.8333997343957503,0.3657216545740659
linesearch_newton,20,0.8333997343957503,0.3657216545740659
linesearch_newton,21,0.8333997343957503,0.3657216545740659
linesearch_newton,22,0.8333997343957503,0.3657216545740659
linesearch_newton,23,0.8333997343957503,0.3657216545740659
linesearch_newton,24,0.8333997343957503,0.3657216545740659
linesearch_newton,25,0.8333997343957503,0.3657216545740659
linesearch_newton,26,0.8333997343957503,0.3657216545740659
linesearch_newton,27,0.8333997343957503,0.3657216545740659
linesearch_newton,28,0.8333997343957503,0.3657216545740659
