Method,Iteration,Accuracy,Log Loss
damped_newton,1,0.2456839309428951,0.6931471805599452
damped_newton,2,0.8282204515272245,0.4524310839212505
damped_newton,3,0.8306772908366534,0.39368357037144347
damped_newton,4,0.8322709163346613,0.37307951051065413
damped_newton,5,0.8327357237715803,0.367309040422942
damped_newton,6,0.8325365205843294,0.3661955906327673
damped_newton,7,0.8328021248339973,0.3660352040178381
damped_newton,8,0.8327357237715803,0.36601116666361866
damped_newton,9,0.8326693227091634,0.36600633527933285
damped_newton,10,0.8327357237715803,0.36600512143253067
damped_newton,11,0.8327357237715803,0.3660047881822802
damped_newton,12,0.8327357237715803,0.3660046940440521
damped_newton,13,0.8327357237715803,0.3660046671767767
damped_newton,14,0.8327357237715803,0.3660046594672638
damped_newton,15,0.8327357237715803,0.36600465724570974
damped_newton,16,0.8327357237715803,0.36600465660299714
damped_newton,17,0.8327357237715803,0.3660046564163079
damped_newton,18,0.8327357237715803,0.3660046563618574
damped_newton,19,0.8327357237715803,0.3660046563459097
damped_newton,20,0.8327357237715803,0.3660046563412186
damped_newton,21,0.8327357237715803,0.3660046563398327
damped_newton,22,0.8327357237715803,0.36600465633942153
damped_newton,23,0.8327357237715803,0.3660046563392992
damped_newton,24,0.8327357237715803,0.3660046563392623
damped_newton,25,0.8327357237715803,0.3660046563392514
damped_newton,26,0.8327357237715803,0.36600465633924834
damped_newton,27,0.8327357237715803,0.3660046563392473
damped_newton,28,0.8327357237715803,0.3660046563392466
damped_newton,29,0.8327357237715803,0.3660046563392467
damped_newton,30,0.8327357237715803,0.3660046563392464
damped_newton,31,0.8327357237715803,0.3660046563392467
damped_newton,32,0.8327357237715803,0.36600465633924656
damped_newton,33,0.8327357237715803,0.3660046563392466
damped_newton,34,0.8327357237715803,0.36600465633924695
damped_newton,35,0.8327357237715803,0.36600465633924667
damped_newton,36,0.8327357237715803,0.3660046563392466
damped_newton,37,0.8327357237715803,0.3660046563392468
damped_newton,38,0.8327357237715803,0.3660046563392466
damped_newton,39,0.8327357237715803,0.3660046563392468
